name			NZMean_1	NZcount_1	NZSigma_1	NZMean_2	NZcount_2	NZSigma_2	NZMean_3	NZcount_3	NZSigma_3	NZMean_4	NZcount_4	NZSigma_4	NZMean_5	NZcount_5	NZSigma_5	NZMean_6	NZcount_6	NZSigma_6	NZMean_7	NZcount_7	NZSigma_7	NZMean_8	NZcount_8	NZSigma_8	NZMean_9	NZcount_9	NZSigma_9	NZMean_10	NZcount_10	NZSigma_10	NZMean_11	NZcount_11	NZSigma_11	NZMean_12	NZcount_12	NZSigma_12	NZMean_13	NZcount_13	NZSigma_13	NZMean_15	NZcount_15	NZSigma_15	NZMean_16	NZcount_16	NZSigma_16	NZMean_17	NZcount_17	NZSigma_17	NZMean_18	NZcount_18	NZSigma_18	NZMean_19	NZcount_19	NZSigma_19
10183/090214104001/analysis/glm_hrf_coefs.nii.gz_1[Run#1Pol#]			-0.114148	171	0.100497	-0.012380	171	0.065216	-0.053578	55	0.048225	-0.001367	57	0.071812	-0.099935	171	0.097373	0.000581	171	0.067566	-0.040612	56	0.037241	-0.043244	52	0.076426	-0.141832	254	0.133703	-0.019054	256	0.178471	-0.073014	171	0.086101	0.039934	171	0.102370	0.154106	324	0.130535	-0.098288	257	0.094250	-0.119218	257	0.064352	0.084846	171	0.168016	0.098325	171	0.140091	0.008171	171	0.056290
10183/090214104001/analysis/glm_hrf_coefs.nii.gz_2[Run#2Pol#]			99.657209	171	0.231430	99.762222	171	0.164158	99.519312	55	0.239540	99.732062	57	0.263232	99.806964	171	0.258980	99.871242	171	0.149333	99.602473	56	0.190004	99.674811	52	0.109380	99.681488	254	0.356237	99.947227	256	0.284699	99.911302	171	0.335095	100.053267	171	0.258747	99.645539	324	0.246102	99.595596	257	0.246519	99.570470	257	0.205637	99.922775	171	0.528317	100.237668	171	0.406165	99.832418	171	0.223175
10183/090214104001/analysis/glm_hrf_coefs.nii.gz_3[Run#2Pol#]			0.053222	171	0.070671	0.058254	171	0.058823	0.080364	55	0.065749	0.055919	57	0.037398	0.046831	171	0.069429	0.040642	171	0.063091	-0.003795	56	0.060994	0.074387	52	0.058925	0.064556	254	0.092302	0.072437	256	0.122066	0.089857	171	0.057329	0.124200	171	0.076160	0.082820	324	0.106934	-0.058664	257	0.075267	-0.050711	257	0.084387	0.108687	171	0.086484	0.112178	171	0.090835	0.043670	171	0.049937
10183/090214104001/analysis/glm_hrf_coefs.nii.gz_4[Run#3Pol#]			99.693258	171	0.187349	99.770120	171	0.168056	99.552078	55	0.212799	99.697938	57	0.249275	99.726434	171	0.298741	99.768020	171	0.192845	99.681887	56	0.191737	99.774149	52	0.118275	99.750556	254	0.371872	100.028999	256	0.281964	99.872898	171	0.325137	100.043620	171	0.227275	99.608318	324	0.229476	99.665953	257	0.220171	99.637878	257	0.201030	99.973121	171	0.474226	100.217264	171	0.427825	99.886793	171	0.242684
10183/090214104001/analysis/glm_hrf_coefs.nii.gz_5[Run#3Pol#]			0.028298	171	0.058860	0.058481	171	0.067249	0.003124	55	0.056790	0.027357	57	0.046814	0.065377	171	0.065756	0.083087	171	0.084765	-0.027817	56	0.032505	0.026399	52	0.054030	0.059610	254	0.088862	0.060322	256	0.157754	0.085133	171	0.045160	0.114736	171	0.110038	0.083623	324	0.121733	-0.048053	257	0.067753	-0.057166	257	0.082588	0.051844	171	0.132227	0.090727	171	0.122000	0.027615	171	0.077902
10183/090214104001/analysis/glm_hrf_coefs.nii.gz_6[AScorr#0]			0.066270	171	0.058320	0.049906	171	0.053378	0.043481	55	0.038291	0.079156	57	0.049754	0.068293	171	0.078024	0.114119	171	0.073634	0.019763	56	0.021529	0.055496	52	0.013714	0.067162	254	0.082073	0.015364	256	0.045411	0.071238	171	0.061287	-0.000065	171	0.039732	0.133281	324	0.051629	0.053965	257	0.044356	0.067041	257	0.044501	0.026072	171	0.039511	0.017975	171	0.045825	0.049977	171	0.060747
10183/090214104001/analysis/glm_hrf_coefs.nii.gz_7[ASerrorCo]			0.064243	171	0.043841	0.069060	171	0.032515	0.119740	55	0.034224	0.102286	57	0.039282	0.040784	171	0.035796	0.088884	171	0.063073	0.099411	56	0.028821	0.081974	52	0.016923	0.049295	254	0.038546	0.034688	256	0.033165	0.047480	171	0.033357	0.003232	171	0.037115	0.161791	324	0.055495	0.108894	257	0.055405	0.109337	257	0.046558	0.023857	171	0.062344	0.027717	171	0.038664	0.064714	171	0.031586
10183/090214104001/analysis/glm_hrf_coefs.nii.gz_8[ASerrorUn]			0.004952	171	0.031595	0.000080	171	0.028291	-0.043943	55	0.065239	0.033642	57	0.033856	0.038637	171	0.034337	0.036549	171	0.059259	-0.012285	56	0.027422	-0.022808	52	0.017038	0.027993	254	0.045031	0.023900	256	0.027277	-0.022995	171	0.066334	0.004273	171	0.046017	0.073905	324	0.043212	0.029342	257	0.046242	-0.013900	257	0.044083	-0.024266	171	0.034454	-0.010972	171	0.033028	-0.009544	171	0.041760
10183/090214104001/analysis/glm_hrf_coefs.nii.gz_9[VGScorr#0]			-0.003782	171	0.019892	0.005306	171	0.017826	-0.007041	55	0.024078	0.020820	57	0.027765	0.028282	171	0.032287	0.044985	171	0.044401	-0.010444	56	0.019053	0.005549	52	0.014854	0.010076	254	0.026219	0.007659	256	0.040728	-0.002089	171	0.022686	-0.000259	171	0.022457	0.112145	324	0.039678	-0.003795	257	0.021299	-0.005093	257	0.027757	0.032031	171	0.026924	0.028957	171	0.027597	-0.031385	171	0.034527
10183/090214104001/analysis/glm_hrf_coefs.nii.gz_10[VGSerrorD]			0.059197	171	0.047873	0.046833	171	0.036480	0.118033	55	0.051040	0.143851	57	0.042001	0.068677	171	0.041714	0.076796	171	0.065093	0.033232	56	0.014618	0.053718	52	0.013119	0.045428	254	0.072034	0.054316	256	0.052285	0.083357	171	0.041111	0.072143	171	0.036552	0.124730	324	0.078704	0.039961	257	0.041465	0.026233	257	0.035245	0.053403	171	0.032322	0.057395	171	0.032413	0.070489	171	0.048655
10183/090214104001/analysis/glm_hrf_coefs.nii.gz_11[ASstartCu]			0.175463	171	0.125871	0.171995	171	0.130653	0.042393	55	0.186061	0.260747	57	0.117995	0.255123	171	0.175223	0.202633	171	0.151230	-0.020714	56	0.072203	0.045705	52	0.061508	0.190902	254	0.196175	0.118683	256	0.135173	0.036488	171	0.147679	0.116068	171	0.112084	0.330734	324	0.197305	0.021701	257	0.091274	0.007723	257	0.111381	0.032893	171	0.101043	0.115514	171	0.096380	0.022085	171	0.144121
10183/090214104001/analysis/glm_hrf_coefs.nii.gz_12[ASendCue#]			0.063723	171	0.135451	-0.011434	171	0.085423	0.104919	55	0.116860	0.105415	57	0.071781	0.225207	171	0.161195	0.061412	171	0.141628	-0.016905	56	0.086939	0.021304	52	0.070719	0.164781	254	0.175569	0.023465	256	0.115413	0.022744	171	0.114591	0.018389	171	0.085803	0.176779	324	0.157413	-0.042461	257	0.130176	-0.091278	257	0.191384	-0.041303	171	0.128974	-0.107240	171	0.122850	0.026344	171	0.127156
10183/090214104001/analysis/glm_hrf_coefs.nii.gz_13[VGSstartC]			0.058957	171	0.106158	0.087140	171	0.099100	0.089407	55	0.196791	0.232099	57	0.102933	0.135561	171	0.125469	0.169147	171	0.160977	0.056874	56	0.078576	0.059642	52	0.077961	0.045088	254	0.147379	-0.026701	256	0.099345	0.080366	171	0.117371	0.080503	171	0.105252	0.212211	324	0.163618	0.043358	257	0.118847	0.024525	257	0.117265	-0.048579	171	0.097287	0.014772	171	0.142395	0.130768	171	0.114611
10183/090214104001/analysis/glm_hrf_coefs.nii.gz_14[VGSendCue]			0.155685	171	0.131296	0.090972	171	0.107895	0.198952	55	0.108809	0.200115	57	0.086840	0.067242	171	0.186556	0.049360	171	0.099787	0.029722	56	0.065573	0.161171	52	0.083833	0.304057	254	0.177320	0.143816	256	0.132437	0.090274	171	0.091331	0.086426	171	0.077806	0.272485	324	0.155370	0.066030	257	0.092485	0.045599	257	0.145018	0.287631	171	0.118105	0.252148	171	0.080703	0.195686	171	0.103650
10183/090214104001/analysis/glm_hrf_coefs.nii.gz_15[rx#0]			-11.302109	171	30.083035	-10.054926	171	15.060702	-23.250183	55	27.504002	2.488109	57	16.208510	7.360979	171	24.394222	0.784104	171	18.680932	-0.713298	56	17.652887	-9.732292	52	20.300036	-30.523294	254	35.080600	-55.457232	256	42.010340	-3.712445	171	27.883948	-27.595425	171	27.051772	-24.527788	324	34.601749	23.563854	257	32.647210	20.049864	257	30.042304	-6.716896	171	38.854712	-2.090558	171	29.133851	-22.340053	171	32.657945
10183/090214104001/analysis/glm_hrf_coefs.nii.gz_16[ry#0]			-7.670848	171	60.076340	-1.139489	171	31.121780	46.743700	55	42.180952	18.637076	57	29.204510	-74.827359	171	48.130008	-48.092154	171	57.105047	55.166342	56	28.353234	10.567921	52	26.123294	-40.753656	254	66.337604	-17.956056	256	79.217420	-88.952556	171	55.376056	-80.927660	171	70.105925	32.889937	324	73.247925	38.835556	257	56.615612	44.366071	257	58.253443	-0.359978	171	96.282659	-74.470509	171	71.380266	29.677658	171	51.989826
10183/090214104001/analysis/glm_hrf_coefs.nii.gz_17[rz#0]			25.805009	171	54.263482	67.695557	171	57.885859	34.848821	55	97.358607	47.775577	57	67.719057	57.905425	171	82.559351	93.748681	171	92.650383	-11.986214	56	71.611997	-54.669677	52	37.410706	-18.522477	254	61.723698	-8.991203	256	97.889764	-2.425081	171	64.096877	-7.814515	171	84.930153	139.384121	324	122.392165	-49.623483	257	63.062584	-71.048213	257	76.758379	-18.567622	171	99.381958	-16.115256	171	122.206022	10.950229	171	89.575825
10183/090214104001/analysis/glm_hrf_coefs.nii.gz_18[dx#0]			-0.779906	171	0.803742	-0.983774	171	0.964544	-2.086051	55	1.142502	-1.289506	57	0.803045	-1.589510	171	1.333871	-1.885530	171	1.341505	-0.452971	56	1.243545	-0.275243	52	0.738524	-0.838236	254	1.604447	-0.649631	256	1.292448	-1.361193	171	0.915267	-1.434980	171	1.035976	-2.649301	324	1.911547	0.422961	257	0.894819	0.128574	257	1.060063	-0.213398	171	1.702107	0.014417	171	1.661118	-0.569138	171	1.201095
10183/090214104001/analysis/glm_hrf_coefs.nii.gz_19[dy#0]			1.247311	171	0.870738	0.785427	171	0.525826	1.130676	55	1.051771	0.072669	57	0.855534	0.680361	171	0.713149	0.097237	171	0.429344	1.018463	56	0.568244	1.141213	52	0.410352	1.542282	254	1.184507	0.571837	256	0.760140	0.657464	171	0.823669	0.288040	171	0.727331	0.184457	324	0.834035	0.948438	257	0.881299	1.028362	257	0.666965	0.322808	171	1.450173	-0.512593	171	0.991362	0.379987	171	0.660881
10183/090214104001/analysis/glm_hrf_coefs.nii.gz_20[dz#0]			0.056223	171	0.415639	-0.148201	171	0.310547	-0.036311	55	0.391382	0.007273	57	0.168126	-0.025891	171	0.357707	-0.044681	171	0.244870	-0.043247	56	0.219956	-0.227579	52	0.267823	-0.044871	254	0.440618	0.048897	256	0.846908	-0.125669	171	0.273486	-0.287520	171	0.372044	-0.470222	324	0.434661	0.100333	257	0.315386	0.182784	257	0.317507	-0.679675	171	0.444048	-0.502466	171	0.521377	-0.063687	171	0.227301
10184/051210154516/analysis/glm_hrf_coefs.nii.gz_0[Run#1Pol#]			99.943510	171	0.068402	99.978865	171	0.081837	99.868374	55	0.100804	99.894126	57	0.062984	99.867030	171	0.110246	99.807752	171	0.107655	99.912528	56	0.041205	99.949147	52	0.074745	99.946120	254	0.071347	99.999453	256	0.170757	100.106491	171	0.087199	99.988752	171	0.097251	99.703052	324	0.180523	99.960366	257	0.079443	99.918338	257	0.099740	99.918909	171	0.082969	99.950947	171	0.048306	99.944431	171	0.068912
10184/051210154516/analysis/glm_hrf_coefs.nii.gz_1[Run#1Pol#]			0.097080	171	0.191194	0.124616	171	0.097917	0.043543	55	0.152294	-0.072742	57	0.191199	0.083077	171	0.107598	-0.012270	171	0.090587	0.031977	56	0.095596	0.165936	52	0.252604	0.141173	254	0.225678	0.072177	256	0.454909	0.280535	171	0.170434	0.217983	171	0.271614	-0.034405	324	0.292913	0.097951	257	0.204562	-0.046574	257	0.140874	0.057024	171	0.091716	0.002913	171	0.082090	0.113841	171	0.216670
10184/051210154516/analysis/glm_hrf_coefs.nii.gz_2[Run#2Pol#]			99.978531	171	0.167668	99.995479	171	0.068876	99.843503	55	0.143137	99.789696	57	0.173306	100.127486	171	0.094055	100.065448	171	0.104572	99.994599	56	0.051307	100.072172	52	0.097736	100.058684	254	0.178329	100.212637	256	0.229363	100.111235	171	0.165364	100.082961	171	0.101190	99.749728	324	0.205400	100.016905	257	0.137289	100.014146	257	0.070075	99.961151	171	0.118394	99.957037	171	0.097092	99.906613	171	0.092008
10184/051210154516/analysis/glm_hrf_coefs.nii.gz_3[Run#2Pol#]			-0.123706	171	0.129257	-0.081891	171	0.088704	-0.095637	55	0.107272	0.025384	57	0.114643	0.003457	171	0.117457	-0.033932	171	0.073738	-0.086836	56	0.045095	-0.151787	52	0.220070	-0.078484	254	0.112630	0.009273	256	0.224092	-0.109248	171	0.093289	-0.106489	171	0.134526	0.005856	324	0.072391	-0.071387	257	0.125224	-0.010419	257	0.135419	-0.052896	171	0.059212	0.052264	171	0.053254	-0.031036	171	0.140018
10184/051210154516/analysis/glm_hrf_coefs.nii.gz_4[Run#3Pol#]			99.854582	171	0.260991	99.998961	171	0.133236	99.975057	55	0.169820	100.109564	57	0.194090	99.756907	171	0.133654	99.796609	171	0.095950	99.997451	56	0.098821	99.918693	52	0.177802	99.865480	254	0.225365	99.931902	256	0.245356	99.829418	171	0.172351	100.049635	171	0.158721	99.725292	324	0.256583	99.984582	257	0.211611	99.985188	257	0.097768	99.978265	171	0.105156	99.997108	171	0.072066	100.014503	171	0.172515
10184/051210154516/analysis/glm_hrf_coefs.nii.gz_5[Run#3Pol#]			0.153184	171	0.164462	0.098706	171	0.086969	0.096773	55	0.122099	-0.042780	57	0.150686	0.085759	171	0.063937	0.043706	171	0.069227	0.041082	56	0.048692	0.114671	52	0.172350	0.126823	254	0.155036	0.076541	256	0.255786	0.238321	171	0.113205	0.160214	171	0.160339	0.003287	324	0.124506	0.069940	257	0.138596	-0.023366	257	0.107927	0.014934	171	0.056402	0.021045	171	0.057998	0.143735	171	0.128990
10184/051210154516/analysis/glm_hrf_coefs.nii.gz_6[Run#4Pol#]			99.995696	171	0.121628	99.975294	171	0.087693	99.868493	55	0.084261	99.829155	57	0.083508	100.105500	171	0.122156	100.098818	171	0.117231	100.017289	56	0.035722	100.060761	52	0.099753	100.060692	254	0.104312	100.051531	256	0.209466	99.998184	171	0.086049	100.202593	171	0.104383	99.828261	324	0.251446	99.975150	257	0.070721	100.000042	257	0.093600	100.026600	171	0.072319	100.003924	171	0.091879	99.939669	171	0.071807
10184/051210154516/analysis/glm_hrf_coefs.nii.gz_7[Run#4Pol#]			0.086799	171	0.249068	-0.015469	171	0.142179	0.006108	55	0.155837	-0.217948	57	0.190371	0.078565	171	0.090744	0.052622	171	0.098157	0.062771	56	0.063867	0.178440	52	0.251915	0.095038	254	0.176400	-0.002532	256	0.310411	0.096678	171	0.152520	0.123044	171	0.193309	0.059436	324	0.144357	-0.053759	257	0.189209	0.015452	257	0.154430	0.084800	171	0.090282	0.043416	171	0.089867	-0.002107	171	0.175042
10184/051210154516/analysis/glm_hrf_coefs.nii.gz_8[AScorr#0]			0.062630	171	0.042045	0.036361	171	0.033573	0.062712	55	0.032549	0.050681	57	0.032240	0.061695	171	0.042767	0.060370	171	0.058149	-0.000830	56	0.017719	0.016287	52	0.033851	0.037991	254	0.044876	-0.006817	256	0.068340	0.050137	171	0.045949	0.007638	171	0.044967	0.092623	324	0.097187	0.029742	257	0.045884	0.024702	257	0.045597	-0.016976	171	0.022879	-0.013702	171	0.032249	0.037703	171	0.038270
10184/051210154516/analysis/glm_hrf_coefs.nii.gz_9[ASerrorCo]			0.051939	171	0.043971	0.028048	171	0.027547	0.078870	55	0.032575	0.111380	57	0.044195	0.024946	171	0.035933	0.042360	171	0.047448	0.063207	56	0.016821	0.041238	52	0.027589	0.022543	254	0.040418	-0.000239	256	0.052225	0.026422	171	0.038506	-0.021043	171	0.035512	0.194450	324	0.123474	0.079705	257	0.039230	0.063824	257	0.034411	0.046364	171	0.032015	0.057378	171	0.038497	0.075220	171	0.052335
10184/051210154516/analysis/glm_hrf_coefs.nii.gz_10[ASerrorUn]			-0.001314	171	0.058651	0.006502	171	0.049642	0.034769	55	0.049574	0.062149	57	0.084309	0.024224	171	0.048151	0.015077	171	0.058627	0.048519	56	0.023501	0.023246	52	0.063942	0.001117	254	0.073440	-0.084786	256	0.134470	0.034264	171	0.068017	-0.111546	171	0.099343	0.060144	324	0.158310	0.045657	257	0.050947	0.021896	257	0.061936	-0.035983	171	0.049345	0.002056	171	0.051502	0.019206	171	0.061238
10184/051210154516/analysis/glm_hrf_coefs.nii.gz_11[VGScorr#0]			0.018768	171	0.028438	-0.002204	171	0.027587	0.050126	55	0.029667	0.027324	57	0.026987	0.013910	171	0.027191	0.039358	171	0.026480	0.020615	56	0.014524	-0.001070	52	0.018155	0.016450	254	0.030489	0.019382	256	0.085490	-0.007642	171	0.026687	-0.032980	171	0.025142	0.117958	324	0.102795	0.008960	257	0.028922	0.023466	257	0.024957	0.024679	171	0.034063	0.012833	171	0.028735	0.016421	171	0.027563
10184/051210154516/analysis/glm_hrf_coefs.nii.gz_12[VGSerrorD]			0.017476	171	0.034111	0.016137	171	0.030897	0.072777	55	0.042943	0.014919	57	0.022362	0.009940	171	0.037167	0.042140	171	0.054043	0.012095	56	0.023978	0.025600	52	0.029485	0.004635	254	0.039750	0.033719	256	0.071818	-0.013105	171	0.038540	-0.042340	171	0.041532	0.186883	324	0.122113	-0.004132	257	0.048988	0.033707	257	0.040598	0.050884	171	0.024532	0.039945	171	0.029978	0.011667	171	0.045764
10184/051210154516/analysis/glm_hrf_coefs.nii.gz_13[ASstartCu]			0.128734	171	0.142370	0.149945	171	0.119547	0.151400	55	0.161377	0.245609	57	0.123114	0.218510	171	0.211066	0.160119	171	0.186630	0.061301	56	0.057350	0.109126	52	0.052103	0.179351	254	0.112841	0.114397	256	0.107958	0.018099	171	0.145414	0.160052	171	0.136433	0.519098	324	0.362286	-0.038508	257	0.078135	0.021305	257	0.101305	0.172322	171	0.121977	0.139673	171	0.083517	0.270589	171	0.139653
10184/051210154516/analysis/glm_hrf_coefs.nii.gz_14[ASendCue#]			-0.066517	171	0.061481	-0.055589	171	0.082149	0.020792	55	0.088941	0.104782	57	0.116959	-0.050316	171	0.103599	-0.008778	171	0.145692	-0.030803	56	0.037783	-0.014869	52	0.072862	-0.075076	254	0.080672	-0.086957	256	0.147115	-0.136869	171	0.096830	-0.062747	171	0.067980	0.312975	324	0.296232	0.017564	257	0.086298	-0.026079	257	0.082302	0.109238	171	0.114621	0.066211	171	0.069306	0.014425	171	0.077227
10184/051210154516/analysis/glm_hrf_coefs.nii.gz_15[VGSstartC]			0.108321	171	0.117823	0.050058	171	0.132420	0.116588	55	0.136656	0.152643	57	0.104327	0.232049	171	0.223597	0.120117	171	0.168526	0.034169	56	0.050270	0.123052	52	0.065978	0.115355	254	0.118876	-0.029904	256	0.137200	0.070734	171	0.134804	0.082640	171	0.134886	0.437321	324	0.365689	-0.022083	257	0.097145	0.009949	257	0.102921	0.127573	171	0.119269	0.079568	171	0.073294	0.179911	171	0.139095
10184/051210154516/analysis/glm_hrf_coefs.nii.gz_16[VGSendCue]			0.110158	171	0.083499	0.021051	171	0.075618	0.087972	55	0.098190	0.132462	57	0.085117	0.128793	171	0.135324	0.199151	171	0.161144	0.021075	56	0.075732	0.067290	52	0.071491	0.073186	254	0.122057	0.025825	256	0.293636	-0.018913	171	0.122858	-0.027785	171	0.123762	0.271235	324	0.239605	0.010304	257	0.074665	0.002146	257	0.099111	0.097138	171	0.099173	0.071242	171	0.071704	0.145883	171	0.118866
10184/051210154516/analysis/glm_hrf_coefs.nii.gz_17[rx#0]			-14.496614	171	15.361183	-3.810361	171	9.585239	-8.522755	55	12.360730	7.747628	57	16.397449	14.102376	171	20.935748	12.987218	171	14.126879	-7.757620	56	5.921959	-15.197384	52	34.100197	-7.207970	254	10.578029	12.295867	256	42.258717	-22.623200	171	13.705792	-6.743133	171	26.381396	-0.917340	324	16.668694	-0.937754	257	16.570012	5.685174	257	22.977755	-4.964256	171	9.276162	1.969909	171	8.930580	-7.167646	171	19.550612
10184/051210154516/analysis/glm_hrf_coefs.nii.gz_18[ry#0]			7.370472	171	33.855107	-19.445486	171	18.995648	0.042858	55	25.765323	9.060892	57	31.182728	-27.197759	171	52.518295	-2.659034	171	23.450834	25.915343	56	17.414322	0.890777	52	21.609658	2.028377	254	38.266259	-49.586953	256	75.832913	-60.481367	171	37.545695	25.675370	171	30.237806	8.716051	324	72.819312	-21.008875	257	45.997824	0.358140	257	26.351178	6.045385	171	37.461876	-0.944342	171	17.329444	1.879452	171	25.777882
10184/051210154516/analysis/glm_hrf_coefs.nii.gz_19[rz#0]			19.639117	171	37.308744	25.715763	171	26.210954	-15.348942	55	39.513209	-22.109534	57	51.464382	28.915895	171	36.827141	5.470308	171	35.658490	-7.113620	56	27.265495	4.441547	52	50.521376	57.625755	254	61.269273	49.652844	256	105.494902	45.522048	171	38.975647	80.781914	171	62.527293	-57.271935	324	145.059814	10.907723	257	43.020151	-25.659802	257	41.490107	-11.170996	171	26.715108	-19.583279	171	22.359475	29.134082	171	51.864118
10184/051210154516/analysis/glm_hrf_coefs.nii.gz_20[dx#0]			-0.657486	171	0.700496	0.008811	171	0.589806	1.121695	55	0.993689	0.600034	57	1.190708	-0.544265	171	0.609656	0.046787	171	0.639787	0.232575	56	0.395261	0.376173	52	0.876131	-1.290948	254	0.954413	-1.354500	256	2.387601	-1.265508	171	0.926318	-1.169759	171	0.978635	1.211574	324	2.941393	-0.130501	257	0.988444	0.249005	257	1.025584	0.762352	171	0.651779	0.505449	171	0.617497	-0.365015	171	1.029652
10184/051210154516/analysis/glm_hrf_coefs.nii.gz_21[dy#0]			-0.198232	171	0.103929	-0.154398	171	0.076252	-0.162046	55	0.179796	-0.133187	57	0.176175	-0.147842	171	0.167661	-0.206306	171	0.131791	-0.118591	56	0.058020	0.037086	52	0.146589	-0.145056	254	0.147739	-0.124279	256	0.509366	-0.064717	171	0.093697	-0.094941	171	0.134696	0.202691	324	0.188928	-0.055744	257	0.099268	-0.000052	257	0.276622	0.093590	171	0.149691	0.226963	171	0.133292	0.007731	171	0.161702
10184/051210154516/analysis/glm_hrf_coefs.nii.gz_22[dz#0]			0.111120	171	0.657494	-0.088804	171	0.331694	-0.186125	55	0.458133	-0.474911	57	0.519502	0.546944	171	0.324571	0.412096	171	0.278831	0.134345	56	0.192851	0.444073	52	0.412761	0.256040	254	0.538923	0.283884	256	0.567730	0.386060	171	0.418452	0.271589	171	0.382119	0.362452	324	0.302733	0.170044	257	0.473265	0.246632	257	0.318708	0.188417	171	0.262962	0.223745	171	0.244235	-0.008978	171	0.330719
10184/070526120937/analysis/glm_hrf_coefs.nii.gz_0[Run#1Pol#]			99.960738	171	0.061039	99.984559	171	0.069537	99.952906	55	0.072108	99.984882	57	0.117537	99.992172	171	0.081191	99.972045	171	0.090617	100.002581	56	0.036553	99.945072	52	0.052615	100.016744	254	0.100283	100.070899	256	0.157046	100.051634	171	0.100363	100.090013	171	0.061885	99.820441	324	0.181841	100.057483	257	0.073559	100.051206	257	0.062815	99.997513	171	0.062599	99.944592	171	0.064379	99.994871	171	0.097179
10184/070526120937/analysis/glm_hrf_coefs.nii.gz_1[Run#1Pol#]			0.030315	171	0.044849	0.033578	171	0.042817	-0.085213	55	0.067460	-0.026263	57	0.105950	0.009022	171	0.076937	0.024887	171	0.075621	-0.014959	56	0.056990	-0.093795	52	0.058582	0.027378	254	0.084392	-0.003600	256	0.194248	-0.017031	171	0.057620	0.055576	171	0.072027	-0.086313	324	0.135349	0.000219	257	0.084667	0.012366	257	0.071473	-0.127070	171	0.107812	-0.049574	171	0.075797	0.043999	171	0.098574
10184/070526120937/analysis/glm_hrf_coefs.nii.gz_2[Run#2Pol#]			99.931294	171	0.059335	99.962845	171	0.050346	99.955526	55	0.044739	99.916588	57	0.120350	99.991338	171	0.075015	99.943024	171	0.071436	99.991722	56	0.051897	100.069035	52	0.052011	99.967556	254	0.049978	100.037697	256	0.165045	100.007322	171	0.044503	99.978606	171	0.078473	99.846639	324	0.147437	100.018623	257	0.064827	100.018354	257	0.063004	100.093041	171	0.059248	100.003024	171	0.053213	99.880016	171	0.084455
10184/070526120937/analysis/glm_hrf_coefs.nii.gz_3[Run#2Pol#]			0.008720	171	0.062138	0.011855	171	0.075765	-0.125082	55	0.096179	-0.060091	57	0.115720	-0.019361	171	0.110811	0.073263	171	0.132391	-0.064889	56	0.042615	-0.244680	52	0.104051	0.028742	254	0.077164	-0.061528	256	0.183582	-0.059449	171	0.077065	0.060066	171	0.115419	-0.080505	324	0.216686	-0.084869	257	0.076240	-0.067087	257	0.125016	-0.065600	171	0.172810	-0.031608	171	0.143620	-0.010780	171	0.111979
10184/070526120937/analysis/glm_hrf_coefs.nii.gz_4[Run#3Pol#]			99.956056	171	0.052305	100.007053	171	0.051326	99.934119	55	0.048787	99.922312	57	0.065801	99.992885	171	0.064388	99.954424	171	0.081874	100.001307	56	0.024247	100.025674	52	0.017717	99.970816	254	0.060663	100.051472	256	0.043808	100.035728	171	0.058298	100.036545	171	0.048331	99.819208	324	0.140937	100.030027	257	0.043099	100.018337	257	0.046903	99.988121	171	0.026271	99.962063	171	0.044871	99.936195	171	0.042846
10184/070526120937/analysis/glm_hrf_coefs.nii.gz_5[Run#3Pol#]			-0.016324	171	0.053807	0.028555	171	0.052741	0.118685	55	0.052859	0.085828	57	0.088158	-0.002240	171	0.044055	0.023611	171	0.069537	0.036912	56	0.039172	0.064202	52	0.057617	-0.013707	254	0.071328	-0.009636	256	0.169479	0.014376	171	0.053470	-0.051918	171	0.089007	0.034409	324	0.097188	0.064169	257	0.064805	0.052930	257	0.063842	0.026410	171	0.055273	0.050135	171	0.055645	0.075485	171	0.090298
10184/070526120937/analysis/glm_hrf_coefs.nii.gz_6[Run#4Pol#]			100.001229	171	0.043542	100.011196	171	0.055529	99.966844	55	0.080987	99.971862	57	0.088440	99.960673	171	0.092498	99.904782	171	0.081633	100.009731	56	0.030937	99.988677	52	0.031582	100.035892	254	0.062532	100.106293	256	0.101654	100.056471	171	0.061560	100.074081	171	0.064050	99.835408	324	0.167071	100.069671	257	0.063409	100.054631	257	0.058338	100.075018	171	0.041950	100.026731	171	0.053753	99.950762	171	0.058827
10184/070526120937/analysis/glm_hrf_coefs.nii.gz_7[Run#4Pol#]			0.019641	171	0.108022	0.029865	171	0.108592	0.138564	55	0.122415	0.032425	57	0.244602	-0.054681	171	0.152722	-0.171943	171	0.174678	0.048930	56	0.124078	0.261024	52	0.147682	-0.016895	254	0.159911	0.110698	256	0.441576	-0.025267	171	0.160432	-0.164981	171	0.131195	0.052793	324	0.183821	0.065523	257	0.176967	0.024926	257	0.164210	0.247947	171	0.235109	0.156635	171	0.178467	-0.109997	171	0.244802
10184/070526120937/analysis/glm_hrf_coefs.nii.gz_8[AScorr#0]			0.060181	171	0.043100	0.032680	171	0.040466	0.030165	55	0.032942	0.012128	57	0.047307	0.015533	171	0.035131	0.040938	171	0.052709	-0.004175	56	0.014370	-0.018059	52	0.019774	0.009262	254	0.038103	-0.013003	256	0.025961	-0.000672	171	0.037138	-0.013569	171	0.035242	0.085864	324	0.069900	-0.036093	257	0.037679	-0.034049	257	0.032359	-0.036594	171	0.023133	0.015154	171	0.033377	0.032744	171	0.026373
